# Type 1, Type 2, Tera Type, Score
GRS,FLY,FLY,72.2582353583
WTR,PSY,FGT,72.2045680186
RCK,GHT,GHT,72.0400603243
ICE,GHT,GRD,72.0318498899
ICE,DRK,GRD,72.0000750649
ICE,RCK,FGT,71.9082765234
ELC,GRD,DRK,71.8965030464
WTR,GRD,WTR,71.7171977674
BUG,DRK,DRK,71.7111751938
GRD,FLY,---,71.6571747219
WTR,DRK,DRK,71.6183300180
ICE,PSY,PSY,71.5165077262
ICE,BUG,GRD,71.3143635615
ELC,FLY,FLY,71.3051722937
FGT,PSY,PSY,71.2909636207
GRS,GHT,GHT,71.2327056727
RCK,DRK,DRK,70.8983876086
FGT,GHT,WTR,70.8695667682
FGT,DRK,WTR,70.8377919432
FLY,GHT,GHT,70.7150918887
ICE,FGT,WTR,70.7124479166
FLY,DRK,FLY,70.6483452547
GRS,FGT,DRK,70.6033751508
FLY,GHT,FLY,70.6019248738
GRD,BUG,FGT,70.6016879666
PSN,GRD,FGT,70.5488730905
WTR,FLY,FLY,70.4646356334
ICE,FGT,ELC,70.4600454500
FGT,GRD,NRM,70.4420974236
FLY,DRK,FGT,70.4357229872
FLY,GHT,FGT,70.3773412664
FGT,RCK,ELC,70.2366113667
ELC,DRK,DRK,70.1466296013
GRD,STL,ELC,70.1134270353
GRD,BUG,BUG,70.0710889317
FIR,GHT,GHT,70.0512562294
PSN,GRD,PSN,70.0451766805
FLY,BUG,FLY,70.0434364428
ELC,FLY,FGT,69.7677946239
ICE,PSY,GRD,69.7500333174
WTR,ELC,ELC,69.7026805271
PSY,RCK,FGT,69.6586934726
ICE,DRK,FGT,69.6275439896
ICE,GHT,FGT,69.6214171400
NRM,FGT,NRM,69.6208399897
FGT,FLY,GRD,69.4462828288
FLY,DRG,FGT,69.3943133268
GRD,BUG,DRK,69.3764973045
FLY,RCK,FLY,69.3716960714
GRS,RCK,FGT,69.2695726802
GRS,ICE,FGT,69.1360185857
WTR,GHT,GHT,69.1279592906
GRS,GRD,GHT,69.1089490999
FIR,DRK,DRK,69.1041312418
ELC,ICE,FGT,69.0852790402
PSN,GRD,ELC,68.9321389319
PSY,GHT,GHT,68.8469904727
ICE,FGT,NRM,68.7521875315
ELC,STL,ELC,68.2845461217
ELC,FGT,DRK,68.1410667542
GRD,RCK,GHT,68.0322652347
ELC,GHT,GHT,68.0100425236
GRS,PSY,PSY,67.9660840735
FGT,STL,STL,67.9602243786
FGT,RCK,WTR,67.9226220156
FIR,FLY,FLY,67.8887221695
ICE,FGT,FLY,67.7068311851
WTR,FGT,DRK,67.7002391974
GRD,STL,FGT,67.6168074408
FGT,BUG,ELC,67.5623014332
NRM,GRD,FGT,67.5528032983
GRD,RCK,DRK,67.5516089020
GRS,DRG,DRG,67.5162790979
PSY,DRK,FGT,67.4517941816
FIR,FGT,ELC,67.4460505439
FLY,DRG,FLY,67.4132233717
ICE,FGT,ICE,67.4093382984
PSY,GHT,FGT,67.3934124608
GRD,---,FGT,67.3635157152
FGT,GRD,STL,67.3084524210
ICE,GRD,STL,67.3076824218
FLY,DRG,DRG,67.2146718907
ELC,PSN,ELC,67.1274116666
FGT,GHT,GRD,67.0959856263
FGT,DRG,ELC,67.0931151293
FGT,DRK,GRD,67.0642108012
GRS,DRK,FGT,66.9587921831
GRS,GHT,FGT,66.9526653336
FIR,PSY,FGT,66.9216327782
GRD,FLY,DRG,66.9128040189
PSY,BUG,BUG,66.8601892927
FLY,PSY,FGT,66.8443366894
FLY,RCK,FGT,66.8408969927
ELC,GRD,GHT,66.8128360335
ELC,PSY,FGT,66.7757073435
GRD,BUG,STL,66.5876195153
FIR,GRS,FGT,66.5726123637
FLY,DRK,GRD,66.5631403920
WTR,STL,WTR,66.5383322207
FLY,GHT,GRD,66.4837842266
GRS,FGT,WTR,66.4311464203
PSY,DRG,FGT,66.3998538585
ICE,FGT,PSY,66.3363790530
FIR,ICE,FIR,66.2460714574
WTR,PSY,PSY,66.2405345917
FIR,ICE,FGT,66.2108978312
GRS,GRD,NRM,66.1660431060
FGT,GRD,PSN,66.1615170597
FGT,GRD,GHT,66.0917545622
FIR,DRG,DRG,66.0790869860
FIR,FGT,FIR,66.0674239895
FIR,PSY,FIR,66.0554290067
WTR,ICE,FGT,66.0446257016
GRS,DRG,FGT,66.0269854939
ICE,DRG,DRG,66.0007718229
FIR,PSY,PSY,65.9888443564
WTR,GRD,DRK,65.9614720461
PSY,RCK,PSY,65.9030267067
ICE,GRD,ICE,65.8807407133
ELC,GRD,STL,65.8696675413
DRG,DRK,DRK,65.8669277216
FLY,BUG,GRD,65.8324215319
ELC,GRS,ELC,65.8187069219
RCK,DRG,DRG,65.7504358712
FLY,PSY,FLY,65.7408023424
WTR,GRD,ELC,65.7199774631
GRS,GRD,ELC,65.6910925631
NRM,GRD,ELC,65.6077080226
GRD,---,ELC,65.6077080226
WTR,DRG,DRG,65.4844273498
PSY,DRG,DRG,65.4068799920
FGT,RCK,DRK,65.2797078898
BUG,DRG,DRG,65.2254650478
DRK,STL,DRK,65.2143754618
ELC,PSY,PSY,65.2092494998
FIR,RCK,FIR,65.1903492860
GRD,DRG,DRK,65.0477679582
WTR,GRD,---,65.0458103988
GRS,GRD,PSY,65.0276905174
FGT,RCK,GRD,64.8515955596
FIR,PSY,ELC,64.8411033782
FLY,BUG,BUG,64.8135358373
FGT,PSY,GRD,64.7886955524
ICE,FGT,GHT,64.7728168446
FIR,GRD,GHT,64.7659795103
GRS,GRD,DRG,64.7338342186
ELC,STL,STL,64.7285632521
ICE,GRD,DRG,64.6952777255
FGT,GRD,DRG,64.6684337062
FIR,GRD,DRK,64.6488565250
GRD,BUG,NRM,64.6305803177
FIR,ICE,GRD,64.6263441162
ICE,RCK,GRD,64.5986609147
WTR,FGT,ELC,64.5793996047
FIR,GHT,FIR,64.5389513515
GRD,DRK,STL,64.5365923754
ELC,DRG,DRG,64.5241405480
FIR,DRK,FIR,64.5203642704
FGT,PSN,PSN,64.4722881422
GRD,GHT,STL,64.4572362100
FGT,DRG,WTR,64.4268754481
ICE,FGT,STL,64.2141905429
PSY,DRK,DRK,64.1896068605
WTR,PSN,WTR,64.0782860324
NRM,WTR,WTR,64.0782860324
GHT,DRG,DRG,64.0071100861
DRG,DRK,DRG,63.9885230050
FGT,BUG,BUG,63.9826147805
WTR,DRK,FGT,63.9390894114
WTR,GHT,FGT,63.9329625618
GRD,RCK,NRM,63.8874229846
NRM,ELC,ELC,63.8178946889
FLY,DRK,ELC,63.6255857294
WTR,---,WTR,63.6159683179
FIR,BUG,FIR,63.5857094208
FIR,STL,STL,63.5621588245
FLY,GHT,ELC,63.5462295640
PSY,BUG,PSY,63.5319087196
GRD,PSY,GHT,63.5316093439
GRD,FLY,PSN,63.5252878769
GHT,DRG,GHT,63.5118686996
FIR,WTR,FGT,63.5105481722
ELC,---,ELC,63.4867263689
GRD,BUG,DRG,63.4165120797
WTR,GRS,FGT,63.4141954091
WTR,ELC,FGT,63.3953014888
FIR,DRG,FIR,63.3889757426
FIR,FLY,FIR,63.3653990632
ELC,GRD,NRM,63.1098124207
ELC,GRD,PSY,63.1002502239
WTR,DRG,FGT,63.0005872887
GRD,RCK,STL,62.9904938657
GRS,FGT,FLY,62.9303614641
PSY,BUG,ELC,62.9096770689
NRM,ICE,NRM,62.8619104599
ELC,GRD,DRG,62.8484290370
GRD,DRK,NRM,62.8143614626
FLY,DRK,DRK,62.8114406323
PSN,DRK,DRK,62.7527046585
ELC,FGT,STL,62.7488825053
GRD,GHT,NRM,62.7350052972
FLY,STL,FLY,62.6596660856
ICE,GRD,FLY,62.6516675307
PSN,FLY,FLY,62.6512801140
NRM,FLY,FLY,62.6512801140
FLY,---,FLY,62.6512801140
GHT,STL,GHT,62.6337300434
FLY,BUG,ELC,62.5991322878
GRS,ICE,ICE,62.4534443988
ELC,ICE,ICE,62.4385062937
WTR,FGT,GRD,62.3551047951
FGT,GRD,PSY,62.2046944099
GRS,FGT,GRD,62.1878269978
ICE,DRK,ICE,62.1635455763
ICE,GHT,ICE,62.1171251953
FGT,DRG,GRD,62.1061437269
FGT,GRD,WTR,62.0706016259
FIR,WTR,FIR,62.0330593046
GRD,FLY,BUG,61.9097957826
PSY,GHT,PSY,61.9078929547
PSY,DRK,PSY,61.8944270774
RCK,GHT,GRD,61.8742460464
ICE,BUG,ICE,61.8688542580
PSY,DRK,GRD,61.8600194180
WTR,FLY,GRD,61.8505782645
RCK,DRK,GRD,61.8424712213
PSY,GHT,GRD,61.8395393718
FGT,GRD,FIR,61.7466002914
FIR,FGT,WTR,61.7446776218
GRS,FLY,GRD,61.7406883578
ICE,RCK,ICE,61.7324266512
FGT,PSN,ELC,61.7116130893
FIR,ICE,ICE,61.6607869596
FIR,BUG,BUG,61.6356139235
GRD,STL,DRK,61.6350381535
FGT,DRK,STL,61.6085428105
FLY,DRG,GRD,61.6079502049
FGT,GHT,STL,61.5291866450
PSY,DRG,PSY,61.4574538099
FGT,BUG,WTR,61.4540897902
DRK,STL,STL,61.4415041014
GHT,STL,STL,61.3833213883
FGT,DRG,DRK,61.3331081423
RCK,DRK,FGT,61.3266624174
GRS,GRD,BUG,61.3213056817
RCK,GHT,FGT,61.3205355678
FIR,PSY,WTR,61.3109935179
ELC,PSY,WTR,61.2651215876
FIR,FLY,FGT,61.2234110422
FIR,GHT,ELC,61.1974979322
PSY,RCK,WTR,61.1946729676
ICE,STL,STL,61.1884459975
FIR,DRK,ELC,61.1657231071
ELC,FLY,WTR,61.1473007635
BUG,RCK,GRD,61.1472482631
BUG,STL,STL,61.1416739458
PSY,BUG,GRD,61.1352897884
PSY,RCK,ELC,61.0676609376
GRD,GHT,DRG,61.0477960838
FLY,STL,FGT,61.0471969543
FLY,BUG,FGT,61.0361133632
GRD,DRK,DRG,61.0160212587
PSY,BUG,FGT,60.9970285269
PSN,FLY,FGT,60.9719519607
NRM,FLY,FGT,60.9563075552
FLY,---,FGT,60.9563075552
PSN,PSY,FGT,60.9260639982
NRM,DRK,DRK,60.8945637319
GRS,GRD,STL,60.8600729168
GRD,RCK,PSN,60.8216060175
ELC,FGT,FLY,60.7945326790
GRS,FGT,GRS,60.7288814621
PSY,DRK,ELC,60.7096270757
ELC,RCK,FGT,60.6994613231
ICE,GRD,BUG,60.6935944064
PSY,GHT,ELC,60.6891470296
GHT,DRK,DRK,60.6811210080
DRK,---,DRK,60.6811210080
ELC,GRD,PSN,60.6322191653
FIR,GRD,NRM,60.6222743754
PSY,STL,PSY,60.5901265003
GRS,BUG,FGT,60.5765690629
WTR,RCK,FGT,60.5734598875
FIR,GRD,STL,60.5467382515
GRS,PSN,FGT,60.5237541868
GRD,FLY,DRK,60.5105107462
PSN,GRD,DRK,60.4443540371
NRM,GRS,NRM,60.3578979403
GRD,FLY,STL,60.3570930416
GRS,FGT,NRM,60.3569026036
FIR,ELC,WTR,60.3463807219
GRS,STL,STL,60.3374111833
RCK,DRG,FGT,60.3298129700
NRM,FIR,NRM,60.3197479864
ICE,DRG,FGT,60.2982908759
ICE,STL,FGT,60.2948978301
ICE,BUG,FGT,60.2944588339
FIR,BUG,ELC,60.2481743670
ICE,PSN,FGT,60.2428393326
GRS,BUG,BUG,60.2255056151
ELC,FGT,GRD,60.1943381773
NRM,ICE,FGT,60.1912637409
ICE,---,FGT,60.1912637409
FIR,ELC,FIR,60.1059658097
WTR,FGT,FLY,60.0637634260
WTR,GRD,GHT,60.0609485740
WTR,ICE,GRD,60.0002122731
ICE,BUG,BUG,59.9822126959
ELC,ICE,GRD,59.9802978713
BUG,GHT,GHT,59.9671007310
GRS,ICE,GRD,59.9481247829
PSN,GHT,GHT,59.9191052973
ICE,STL,GRD,59.9023422233
FGT,RCK,STL,59.8946704422
FGT,RCK,NRM,59.8689920634
NRM,ICE,GRD,59.8647402424
ICE,PSN,GRD,59.8647402424
ICE,DRG,GRD,59.8647402424
ICE,---,GRD,59.8647402424
NRM,RCK,NRM,59.8455009794
FLY,RCK,GRD,59.8179302187
FGT,DRK,FLY,59.7599671263
GRD,DRG,STL,59.7474582822
FGT,FLY,GHT,59.6949723698
FGT,GHT,FLY,59.6806109609
ELC,FLY,GRD,59.6608713007
ICE,DRK,FLY,59.6543129014
PSY,RCK,GRD,59.6250947808
BUG,RCK,ELC,59.6128047252
FIR,FGT,GRD,59.5972996781
GRD,DRG,GHT,59.5907969737
ICE,GHT,FLY,59.5749567360
ICE,PSY,GHT,59.4669643133
ICE,FLY,GHT,59.4472726692
WTR,GHT,GRD,59.4391482288
WTR,DRK,GRD,59.4073734038
GRD,GHT,FIR,59.3998104252
FGT,BUG,GRD,59.3806869572
GRD,DRK,FIR,59.3680356001
ICE,GRD,PSN,59.3639086896
FGT,PSY,DRK,59.3282394947
PSY,DRK,WTR,59.3122282664
ICE,GRD,FIR,59.3033023562
PSY,GHT,WTR,59.2917482202
GRD,RCK,PSY,59.2787034606
GRS,GHT,GRD,59.2718704315
GRS,DRK,GRD,59.2400956065
NRM,DRK,NRM,59.2276739554
FLY,DRK,WTR,59.1946274704
GHT,DRG,GRD,59.1821859882
NRM,GHT,NRM,59.1570229710
DRG,DRK,GRD,59.1504111632
GRS,GRD,GRS,59.1238240282
FIR,FLY,ELC,59.1237822778
FLY,GHT,WTR,59.1152713049
ICE,PSY,WTR,59.1019381363
ICE,STL,ICE,59.0518313873
ICE,FLY,WTR,58.9966945431
BUG,GHT,GRD,58.9835898006
GRS,ICE,DRK,58.9445331400
BUG,DRK,GRD,58.9308405309
BUG,GHT,BUG,58.8252893073
ICE,BUG,FLY,58.8064711128
WTR,BUG,GRD,58.6851291081
GRD,BUG,FIR,58.6650444605
RCK,STL,STL,58.6318748812
FGT,PSY,PSN,58.6018231114
GRS,FGT,PSY,58.5954694007
FIR,DRK,FGT,58.5941938550
FIR,GHT,FGT,58.5880670054
FIR,GRD,---,58.5736338143
GRS,FGT,ELC,58.5675966326
FGT,STL,ELC,58.5543291358
FLY,RCK,ELC,58.5211239127
GRS,BUG,GRD,58.5178513108
BUG,DRK,BUG,58.5097009120
ELC,DRK,FGT,58.5070196791
ELC,GHT,FGT,58.5008928295
GRD,RCK,DRG,58.4806788952
BUG,DRG,GRD,58.4267184240
NRM,FGT,ELC,58.4220930871
FGT,---,ELC,58.4220930871
FGT,GRD,BUG,58.4075408429
ELC,GHT,WTR,58.3093441477
FLY,PSY,PSY,58.3058286798
ICE,PSY,ICE,58.2867109358
ELC,DRK,WTR,58.2775693227
FIR,GHT,WTR,58.2673302578
GRD,PSY,PSN,58.2606848846
PSY,BUG,WTR,58.2462318215
PSN,PSY,PSY,58.2371971067
FIR,DRK,WTR,58.2355554328
ICE,FLY,ICE,58.1976838033
NRM,WTR,NRM,58.1720290772
RCK,GHT,WTR,58.1682129411
FGT,FLY,PSN,58.1459786282
GRS,RCK,DRK,58.1375398096
RCK,DRK,WTR,58.1364381161
DRG,DRK,FGT,58.1218212631
GHT,DRG,FGT,58.1156944135
FLY,BUG,WTR,58.1121797922
FIR,ELC,FGT,58.0693772585
PSY,STL,FGT,58.0296193327
GHT,DRK,GHT,58.0226566630
NRM,GHT,GHT,58.0216061543
GRD,FLY,FIR,57.9715794745
NRM,PSY,FGT,57.9481438586
PSY,---,FGT,57.9481438586
GRS,GRD,FLY,57.9379669345
GRS,RCK,GHT,57.8859893576
GRD,PSY,DRG,57.8672246483
FGT,RCK,FLY,57.8648424723
GRS,FGT,STL,57.7943813391
GRD,PSY,FIR,57.7588006736
FIR,ICE,WTR,57.6762229048
FIR,DRG,FGT,57.6746630585
ELC,GRS,FGT,57.6640825261
FIR,ICE,DRK,57.6496164360
GRS,STL,FGT,57.6138471523
GRD,BUG,PSY,57.6115668910
FIR,ICE,GHT,57.5852760102
GRD,PSY,DRK,57.5562923865
WTR,BUG,FGT,57.5501708577
NRM,GRS,FGT,57.5276843946
ELC,DRG,FGT,57.5237503888
FGT,GRD,FLY,57.5146589128
NRM,GRD,DRK,57.5072065378
GRD,GHT,DRK,57.5072065378
GRD,---,DRK,57.5072065378
ICE,RCK,DRK,57.5041466060
WTR,PSN,FGT,57.4973559816
FGT,PSY,---,57.4849648345
FIR,FGT,STL,57.4830056786
RCK,GHT,ELC,57.4256818990
ICE,RCK,GHT,57.4246883559
FGT,BUG,STL,57.4237564799
RCK,DRK,ELC,57.3939070740
FGT,GRD,ICE,57.3807014044
ELC,FGT,NRM,57.3545721618
GRS,---,FGT,57.3383968115
FGT,FLY,STL,57.3037550101
FGT,DRK,NRM,57.3033656917
WTR,GRD,PSY,57.2963522516
ELC,BUG,WTR,57.2694185313
FIR,BUG,WTR,57.2510190240
ELC,GHT,GRD,57.2420170301
FGT,GHT,NRM,57.2240095263
ELC,DRK,GRD,57.2102422051
WTR,PSY,GRD,57.1798168152
WTR,RCK,GRD,57.1549937151
GRD,DRG,PSY,57.1392996199
GRD,PSY,BUG,57.1279183985
GHT,---,GHT,57.1085481082
BUG,RCK,WTR,57.0950818452
GRS,RCK,GRD,57.0833752941
ELC,BUG,STL,57.0828505852
FLY,STL,STL,57.0367716663
GRS,PSY,GRD,57.0125390179
WTR,FLY,ELC,56.9714551781
FIR,PSN,FIR,56.9476132272
RCK,DRG,GRD,56.9394057793
NRM,FIR,FIR,56.9232680163
GRS,ICE,GRS,56.9037205799
PSY,DRG,GRD,56.8955536477
ICE,PSY,ELC,56.8772429652
GRD,FLY,WTR,56.8391279286
FIR,FGT,DRK,56.8342252991
FGT,RCK,PSN,56.8198628480
WTR,FGT,NRM,56.8077093594
FGT,PSY,GHT,56.7529305777
FGT,BUG,DRK,56.7467927536
GRS,FLY,GHT,56.7447726307
GRS,BUG,GRS,56.7407232981
FGT,FLY,DRK,56.7404284511
FGT,DRG,STL,56.7284144854
DRG,STL,STL,56.6894108721
ELC,FGT,PSY,56.6827307185
FGT,PSN,DRK,56.6742717420
FIR,GHT,GRD,56.6699011025
FGT,FLY,DRG,56.6605241517
FIR,DRK,GRD,56.6381262775
FIR,GRS,FIR,56.6070995383
ICE,BUG,DRK,56.6026825247
ICE,FLY,ELC,56.5852524582
GRS,ICE,PSY,56.5691431347
NRM,PSY,PSY,56.5646377527
FIR,STL,FIR,56.5399332605
FIR,---,FIR,56.5237149978
ELC,BUG,GRD,56.5210084773
FGT,RCK,GHT,56.4991790045
ICE,DRK,STL,56.4688919381
FLY,DRG,ELC,56.4550226256
PSY,---,PSY,56.4543506231
ELC,ICE,DRK,56.4312225839
PSN,DRG,DRG,56.3748671985
ICE,GHT,STL,56.3694279333
PSN,PSY,PSN,56.3467463851
NRM,BUG,NRM,56.3237637980
FIR,GRD,PSY,56.3184812943
DRG,STL,DRG,56.2752516772
WTR,GRD,NRM,56.2704485508
GRS,FGT,GHT,56.2309270697
ICE,GHT,WTR,56.1765324492
ICE,DRK,WTR,56.1447576242
ELC,FGT,---,56.1211691231
PSN,RCK,PSN,56.0872173282
FGT,STL,WTR,56.0842964847
PSN,GRD,STL,56.0122282506
BUG,RCK,BUG,56.0117693222
NRM,FGT,WTR,56.0027398913
FGT,PSN,WTR,56.0027398913
FGT,---,WTR,56.0027398913
WTR,ICE,DRK,55.9948009299
GRS,FLY,GRS,55.9497316476
FIR,ELC,STL,55.9353326860
GRD,FLY,NRM,55.9290389408
ELC,GRD,WTR,55.9107780537
FIR,BUG,GRD,55.9074074174
FIR,FLY,WTR,55.8163232992
GRD,RCK,WTR,55.8133875231
WTR,FGT,PSY,55.8063215785
ELC,BUG,BUG,55.7403779003
WTR,ICE,ICE,55.7050605386
ELC,GRD,FLY,55.6945747051
GRD,STL,GHT,55.6696612407
ICE,DRG,ICE,55.6687103677
FLY,RCK,WTR,55.6664932725
ICE,PSN,ICE,55.6302568816
PSY,STL,STL,55.6294804469
DRK,STL,---,55.6199616705
PSY,RCK,GHT,55.6167662108
NRM,ICE,ICE,55.6135139479
ICE,---,ICE,55.5863262517
ELC,ICE,FLY,55.5419435799
FIR,ICE,PSY,55.4452182540
NRM,ELC,NRM,55.4444025589
GRS,ICE,FLY,55.4377242004
WTR,BUG,BUG,55.4339290095
FIR,GRD,DRG,55.4124825500
GRS,RCK,PSY,55.4021423724
FIR,GRS,DRK,55.3901430395
BUG,DRG,BUG,55.3691413796
FLY,STL,---,55.3674830166
FGT,PSY,BUG,55.3580301241
ELC,FGT,PSN,55.3035533874
ICE,RCK,PSY,55.2842744883
GRS,GHT,GRS,55.1987188498
GRS,DRK,GRS,55.1801317687
GRD,RCK,RCK,55.1593291054
FIR,GRS,GRS,55.1287265863
ICE,BUG,WTR,55.1048319688
ELC,DRK,STL,55.0802349966
FIR,RCK,FGT,55.0773930745
FGT,DRK,---,55.0314177727
FGT,FLY,BUG,55.0151969385
ELC,GHT,STL,55.0008788311
FGT,PSY,STL,54.9960794977
GRD,GHT,PSY,54.9913544331
GRS,PSY,WTR,54.9608104412
GRD,DRK,PSY,54.9534527585
ELC,PSY,GRD,54.9314319359
GRD,DRG,NRM,54.9273878966
GRS,DRK,FLY,54.9162035590
BUG,RCK,FGT,54.8932127549
WTR,GRD,DRG,54.8715543559
FIR,ICE,STL,54.8711205796
FIR,GRD,PSN,54.8639191159
GRS,FLY,WTR,54.8577760084
FGT,STL,GRD,54.8521487299
FIR,GRD,BUG,54.8426028013
GRS,GHT,FLY,54.8368473936
PSN,RCK,FGT,54.8278559776
FLY,STL,ELC,54.8167097844
NRM,FGT,GRD,54.8014138481
FGT,PSN,GRD,54.8014138481
FGT,---,GRD,54.8014138481
FIR,GRS,GHT,54.7959372377
GRD,RCK,BUG,54.6910743493
FIR,WTR,ELC,54.6649829979
FGT,DRG,FLY,54.6450829583
GRS,DRG,GRS,54.6267265650
FIR,DRK,STL,54.6192640091
GRS,GRD,PSN,54.5573449977
FIR,FLY,GRD,54.5497706914
WTR,STL,FGT,54.5462316403
FIR,GHT,STL,54.5399078437
WTR,DRG,GRD,54.5341400648
GRS,FGT,DRG,54.5308363459
GRD,DRK,FLY,54.5247023757
NRM,WTR,FGT,54.5012861895
WTR,---,FGT,54.5012861895
FIR,PSN,PSN,54.4875518638
GRS,FGT,BUG,54.4867424411
ICE,FGT,DRG,54.4583867150
WTR,STL,STL,54.4583385992
GRD,GHT,FLY,54.4453462103
FGT,RCK,DRG,54.4370119380
PSN,STL,STL,54.4291032315
NRM,DRG,DRG,54.4117947719
DRG,---,DRG,54.4117947719
FLY,STL,GRD,54.3844926583
FIR,PSY,GRD,54.3786103035
GRS,DRG,GRD,54.3668622675
GRS,BUG,DRK,54.3643571153
FLY,PSY,GRD,54.3602786015
PSN,FLY,GRD,54.3253718049
NRM,FLY,GRD,54.3253718049
FLY,---,GRD,54.3253718049
ICE,STL,DRK,54.3056012556
GRD,DRK,PSN,54.3044250706
GRD,GHT,PSN,54.2982982210
FIR,ICE,ELC,54.2978851232
GRD,BUG,GHT,54.2911540285
ELC,ICE,PSY,54.2665461190
FIR,BUG,STL,54.2516824178
GRD,DRG,FIR,54.2293788833
PSN,GRD,GHT,54.2272303208
FIR,DRG,ELC,54.1832996961
WTR,ELC,DRK,54.1250730993
GRD,GHT,BUG,54.0887506645
FIR,GRS,WTR,54.0396554395
ICE,FGT,PSN,54.0385735842
GRD,DRK,BUG,54.0360013948
GRS,BUG,FLY,54.0337306228
FGT,RCK,PSY,54.0079112712
WTR,PSY,ELC,53.9809995946
